計畫年度,主持人姓名,執行機關,內容
113,劉峻豪,長庚醫療財團法人兒童心智科,"計畫名稱：台灣自閉症和非自閉症青少年之社交擬仿行為、社交焦慮與心理健康之關聯性：前瞻性世代追蹤研究成果報告：執行起迄：2024/08/01~2025/08/31總核定金額：1,160,000元(各年度經費明細)計畫概述：自閉症的核心症狀之一是社交困難。無論自閉症與否的青少年，常用「社交擬仿行為」 以掩飾自己的社交困難，但可能因此影響心理健康。而社交焦慮也可能與社交擬仿行為有關，亦會影響心理健康。目前學界對於社...(詳)中文關鍵字：自閉症、青少年、社交擬仿、社交焦慮、心理健康、世代研究、台灣英文關鍵字：autism, adolescents, camouflaging, social anxiety, mental health, cohort study, Taiwan中文摘要：自閉症是一種神經發展多樣性，社交互動困難為其特徵之一，自閉者常因社交問題而合併心理健康議題。青少年正是社交發展的重要階段，但社交行為對自閉青少年心理健康影響卻尚未明朗。
社交擬仿(camou...(詳)英文摘要：Autism is a neurodiversity condition characterized by differences in social communication and interaction. Autistic people are at higher risk for co-occurring mental health challenges, such as dep...(詳)"
113,劉旻禕,國立臺灣大學醫學院生物化學暨分子生物學科暨研究所,"計畫名稱：探討Epstein-Barr病毒被膜蛋白對於cGAS-STING介導 先天性抗病毒免疫反應之調控成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,500,000元(各年度經費明細)計畫概述：可能的貢獻：
深化對EBV慢性感染的理解： 由於全球約90%的人口感染了EBV，這項研究有助於深化對EBV慢性感染的理解，特別是有關宿主免疫系統如何被病毒介導的逃避策略所控制的方面。
揭示...(詳)中文關鍵字：先天性免疫反應, Epstein-Barr病毒（EB病毒）, 雙股DNA病毒, cGAS, STING, 第一型干擾素, 被膜蛋白英文關鍵字：Innate immunity, Epstein-Barr Virus (EBV), dsDNA virus, cGAS, STING, Type I interferon, Tegument proteins中文摘要：先天性免疫反應是宿主抵禦病毒感染的第一道防線。Epstein-Barr Virus (EB 病毒)作為一種廣泛在人群中傳播的雙股去氧核醣核酸 (dsDNA)病毒，已證實與多種人類疾病具有相關性...(詳)英文摘要：Innate immune response serves as the host's first line of defense against viral infection. Epstein-Barr Virus (EBV), a widely disseminated double-stranded DNA (dsDNA) virus, has been implicated in...(詳)"
113,力博宏,振興醫療財團法人振興醫院耳鼻喉部,"計畫名稱：基於多模態深度學習用於中文對話之助聽器降噪與唇語辨識特徵融合架構成果報告：執行起迄：2024/08/01~2025/10/31總核定金額：1,360,000元(各年度經費明細)計畫概述：近年來AI應用在眾多科技產品為大眾帶來許多方便性，如何將AI導入醫療也成為重要的研究課題。本團隊近年研究成果，係致力於提升次世代聽覺輔具(包括電子耳與助聽器)之層次，成為臻於完美的『仿真』精準...(詳)中文關鍵字：人工智慧、深度學習、助聽器降噪、唇語辨識英文關鍵字：artificial intelligence、hearing aids、noise reduction、deep learning、Lip reading中文摘要：本團隊近年致力於以人工智慧提升次世代聽覺輔具，成為臻於完美的『仿真』精準聽覺『人造器官』。根據統計，美國以人工智慧為導向，來優化生醫技術者，耳鼻喉科領域佔比不到1%。準此，實應鼓勵臨床耳鼻喉科...(詳)英文摘要：Hearing aids are an essential technology to assist hearing-impaired patients in hearing ability. This technology can effectively improve the patient's speech comprehension in a quiet environment, ...(詳)"
113,包尼爾,南臺學校財團法人南臺科技大學雙語教學推動中心,"計畫名稱：使用生成式人工智慧發展英語議論文之教學指南成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：790,000元(各年度經費明細)計畫概述：It has been reported that Chat GPT and other generative AI tools are being used by students for ...(詳)中文關鍵字：寫作、人工智慧、英語學習、聊天機器人、Bloom 認知分類法英文關鍵字：Writing, Artificial Intelligence, ESL, Chabot, Bloom’s Taxonomy, EMI, argumentation中文摘要：本研究是一項設計型研究（Design-based Research, DBR），旨在發展教學指引，以協助建立一個針對大學英語作為外語（EFL）學生的論證寫作生成式人工智慧（Generative...(詳)英文摘要：This paper was a Design-based Research (DBR) study to develop pedagogical guidelines to help build an argumentative writing Generative Artificial Intelligence (GAI) pedagogical agent for English a...(詳)"
113,包正豪,台灣政治學會,"計畫名稱：113全國性學術團體辦理學術推廣業務計畫(臺灣政治學會)成果報告：執行起迄：2024/01/01~2024/12/31總核定金額：650,000元(各年度經費明細)計畫概述：中文關鍵字：台灣政治學會、淡江大學、國際學術研討會、國際學術合作英文關鍵字：Taiwan Political Science Association, Tamkang University,  International Academic Conferences, International Academic Cooperation中文摘要：台灣政治學會與淡江大學全球政治經濟學系，於2024年11月23日至24日在淡江大學守謙國際會議中心合辦2024年台灣政治學會年會暨「劇變的地緣政治與民主韌性、國際衝突及公共治理」國際學術研討會...(詳)英文摘要：The Taiwan Political Science Association and the Department of Global Politics and Economics at Tamkang University co-hosted the 2024 Annual Meeting of the Taiwanese Political Science Association ...(詳)"
113,包正豪,淡江大學學校財團法人淡江大學全球政治經濟學系,"計畫名稱：宜蘭好生活：永續發展之跨域整合模式的建構(3/3)成果報告：執行起迄：2024/07/01~2025/06/30總核定金額：2,755,000元(各年度經費明細)計畫概述：本整合型計畫之目的在於因應宜蘭縣政發展目標，依現時環境條件及跨域治理需求，由淡江大學地方人文發展與跨域治理團隊，針對地方文史發展與在地落實、原住民社會包容、智慧公共治理、生態觀光經濟等議題，提...(詳)中文關鍵字：地方文史、敘事力、在地化、農業、原住民、社會包容、智慧治理、生態旅遊英文關鍵字：local culture and history, narrative development, localization, agriculture, indigenous people, social inclusion, AI governance, eco-tourism中文摘要：近卅年來，宜蘭縣政發展俱以農業和環境永續為主軸，並重視文史保存，惟隨時空環境轉變與科技進步，政策目標雖然未變，但執行方法更新與跨域整合需求湧現，亟須落實改革。此外，宜蘭分屬原漢混居地區，有兩個...(詳)英文摘要：In the past 30 years, the development aims of I-Lan mainly focus on agriculture, environment protection, as well as the preservation of local culture and history. However, due to the changing of s...(詳)"
共67頁(共13203筆)，目前在第1頁第2頁第3頁第4頁第5頁第6頁第7頁第8頁第9頁第10頁第11頁第12頁第13頁第14頁第15頁第16頁第17頁第18頁第19頁第20頁第21頁第22頁第23頁第24頁第25頁第26頁第27頁第28頁第29頁第30頁第31頁第32頁第33頁第34頁第35頁第36頁第37頁第38頁第39頁第40頁第41頁第42頁第43頁第44頁第45頁第46頁第47頁第48頁第49頁第50頁第51頁第52頁第53頁第54頁第55頁第56頁第57頁第58頁第59頁第60頁第61頁第62頁第63頁第64頁第65頁第66頁第67頁,,共67頁(共13203筆)，目前在,第1頁第2頁第3頁第4頁第5頁第6頁第7頁第8頁第9頁第10頁第11頁第12頁第13頁第14頁第15頁第16頁第17頁第18頁第19頁第20頁第21頁第22頁第23頁第24頁第25頁第26頁第27頁第28頁第29頁第30頁第31頁第32頁第33頁第34頁第35頁第36頁第37頁第38頁第39頁第40頁第41頁第42頁第43頁第44頁第45頁第46頁第47頁第48頁第49頁第50頁第51頁第52頁第53頁第54頁第55頁第56頁第57頁第58頁第59頁第60頁第61頁第62頁第63頁第64頁第65頁第66頁第67頁
113,包傑奇,國立臺灣師範大學電機工程學系（所）,"計畫名稱：智慧型人形機器人複雜動作規劃成果報告：執行起迄：2024/08/01~2025/08/31總核定金額：1,120,000元(各年度經費明細)計畫概述：計畫的目標是：(a)使用未經修改的人形機器人駕駛電動機車(b)攀岩機器人(c)分析人類創建動作序列。
在先前的研究中，我們展示了我們的未經修改的人形機器人能夠直線駕駛電動機車。 在此提案中，...(詳)中文關鍵字：智慧人形機器人
複雜運動規劃
強化學習
智慧機器人比賽英文關鍵字：intelligent humanoid robotics
complex motion planning
reinforcement learning
intelligent 
robot competitions中文摘要：本專案開發了路徑追蹤以及創新的短期與長期視野運動規劃演算法，應用於高度動態環境中的人形機器人。為了展示我們研究的卓越能力，我們使用了一台身高 1.4 公尺的人形機器人，讓它學習騎乘電動滑板車。...(詳)英文摘要：This project develops path tracking as well as novel short and long term horizon motion planning algorithms for humanoid robots in highly dynamic environments. To showcase the superior capabilitie...(詳)"
113,包德樂,國立陽明交通大學外國語文學系,"計畫名稱：大正和昭和早期短歌詩歌與詩學中，主體性和多重現代性的爭議框架：關於土田杏村等人「言靈」之哲學論著探討成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：1,579,000元(各年度經費明細)計畫概述：One of the objectives of this project, besides investigating Tsuchida Kyoson, a  person whose wr...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,包修平,國立暨南國際大學歷史學系（所）,"計畫名稱：伊蘭・帕佩史觀與巴勒斯坦問題成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：1,050,000元(各年度經費明細)計畫概述：本研究以以色列歷史學者伊蘭・帕佩的史觀為例，探討巴勒斯坦問題的研究途徑。目前台灣學界討論巴勒斯坦問題多半侷限於政治學及國際關係學，聚焦方向為分析衝突現勢及如何促進以巴雙方達成和解，但歷史深度略...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,匡顯吉,國立彰化師範大學財務金融技術學系,"計畫名稱：好跳躍、壞跳躍與 VIX 期貨定價成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：741,000元(各年度經費明細)計畫概述：本計畫預計建構創新且精確之 VIX 期貨評價模型，在現今如此劇烈波動之金融市場中提供可靠避險模型，對於財務工程與投資實務上有重要之貢獻。中文關鍵字：VIX；VIX 期限結構；VIX 期貨定價；好跳躍創新與壞跳躍創新；GARCH 模型英文關鍵字：VIX, VIX term structure, VIX futures pricing, Good jump innovation and bad jump innovation, GARCH model中文摘要：本研究針對 VIX 與其衍生性商品之定價問題，提出結合不對稱跳躍（區分「好跳躍」與「壞跳躍」）的離散時間 GARCH 架構，並推導風險中性下之閉式近似解。模型以標普500指數報酬的條件變異數作...(詳)英文摘要：This project develops a discrete-time GARCH framework incorporating asymmetric jumps, which distinguishes between good jumps and bad jumps, to address the pricing of the VIX and its derivatives. W...(詳)"
113,區國良,國立清華大學學習科學與科技研究所,"計畫名稱：具有團隊角色之智慧型學習夥伴對於自主學習社會共享調節影響之研究成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：2,476,000元(各年度經費明細)計畫概述：成生式人工智慧融入學習勢必將改變現有的教學環境，如何將相關的科技適當地導入避免造成不當的影響是刻不容緩且重要的議題；本研究以高中生進行科學探究自主學習時之與社會共享調節活動為研究環境，以權威性...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓世偉,國立金門大學土木與工程管理學系,"計畫名稱：低碳環境友善三維列印混凝土運用禾本科植物農業廢棄物開發研究成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：2,630,000元(各年度經費明細)計畫概述：本計畫主要目的以稻草農業廢棄物以替代水泥方式加入三維列印混凝土材料中，探討其對三維列印混凝土材料性質之影響。並藉以發展出低碳環境友善三維列印混凝土，可使大量禾本科植物農業廢棄物之再利用處理有所...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓大靖,國立臺灣海洋大學通訊與導航工程學系,"計畫名稱：具基準點最小誤差熵準則與自由參數優化於衛星導航演算法之設計成果報告：執行起迄：2024/08/01~2025/11/30總核定金額：943,000元(各年度經費明細)計畫概述：全球導航衛星系統(GNSS)在實際應用中面臨觀測量測雜訊中由於多路徑效應等影響，為非高斯分佈，並可能存在重尾或離群值等異常雜訊情況造成濾波器性能退化。儘管許多強健濾波器已經得到了研究，但仍無法...(詳)中文關鍵字：全球導航衛星系統、強健濾波、最小誤差熵、中心誤差熵、廣義最小誤差熵、變分貝氏推論、非高斯雜訊、重尾分布、擴展型卡爾曼濾波器、無跡卡爾曼濾波器、容積卡爾曼濾波器英文關鍵字：GNSS, Robust Filtering, Minimum Error Entropy, Centered Error Entropy, Generalized Minimum Error Entropy, Variational Bayesian Inference, Non-Gaussian Noise, Heavy-Tailed Distribution, Extended Kalman Filter, Unscented Kalman Filter, Cubature Kalman Filter中文摘要：全球導航衛星系統(Global Navigation Satellite System, GNSS)常受到多路徑效應、非視距遮蔽與電磁干擾等因素影響，特別是在都市峽谷與結構物密集區域，使量測誤...(詳)英文摘要：Global Navigation Satellite Systems (GNSS) are frequently affected by multipath propagation, non-line-of-sight obstruction, and electromagnetic interference in practical applications, leading to m...(詳)"
113,卓逸民,東海大學生命科學系,"計畫名稱：從族群生態和生物防治層面探討蜘蛛和捕食相關之個性多樣性成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：4,650,000元(各年度經費明細)計畫概述：本研究計畫選擇一個具有高度生物防治潛力的陸域節肢動物捕食者長疣馬蛛；以一個在群落生態及生物防治議題都相當重要的攻擊性個性表徵，進行一個整合機制性、功能性與應用性層面；橫跨群落生態以及應用性生物...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓乃瑜,財團法人國家實驗研究院科技政策研究與資訊中心,"計畫名稱：人文及社會科學研究海外人才培育計畫 (113-114年)成果報告：執行起迄：2024/04/01~2025/05/31總核定金額：37,156,500元(各年度經費明細)計畫概述：本研究計畫的核心目標，在於培養臺灣優秀的人文與社會科學學者，讓他們在海外學術界站穩腳跟。透過此計畫，我們致力於強化臺灣在全球學術研究機構中的影響力，擴大臺灣的學術領域版圖，並提升我國在相關學術...(詳)中文關鍵字：博士候選人、年輕學者、論文撰寫、專書出版、人文及社會科學領域英文關鍵字：doctoral candidates, young scholars, dissertation writing, monograph publication, humanities and social sciences中文摘要：國際間對高等教育人才的競逐日益激烈，我國人文及社會科學領域正面臨扶植高階學術研究人才與國際關係維繫的關鍵壓力。近年海外攻讀人社領域博士人數持續下降，顯示當前係屬國家以具前瞻性與系統化政策積極介...(詳)英文摘要：Amid increasingly intense global competition for higher education talent, Taiwan's humanities and social sciences (HSS) sector is facing critical pressure to cultivate high-level academic research...(詳)"
113,卓牧融,中央研究院人文社會科學研究中心,"計畫名稱：數位螢幕交互的健康與心理幸福感效果：一個跨國比較研究成果報告：未達繳交期限執行起迄：2024/04/01~2026/07/31總核定金額：1,649,000元(各年度經費明細)計畫概述：執行本研究計畫的目的在於以新研究方法，針對最重要的數位交互議題之一進行前沿的理論與實踐探索。以當前的國際學術動態而言，新方法的應用正在替相關研究帶來變革，並很有可能藉由研究結果產生政策規範與有...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓慶章,國立虎尾科技大學車輛工程系,"計畫名稱：交叉擴散效應對混合奈米流體在具複雜波形表面的空腔內之雙擴散自然對流之研究成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：735,000元(各年度經費明細)計畫概述：在許多實際工程的應用上，需考慮交叉擴散效應對雙擴散自然對流之影響。而利用波形幾何結構與奈米流體可以加強熱質傳效果。故本研究計畫分析混合奈米流體在具有波形表面的空腔內，交叉擴散效應對雙擴散自然對...(詳)中文關鍵字：交叉擴散效應、雙擴散自然對流、波形表面、混合奈米流體、空腔英文關鍵字：cross diffusion effects, double-diffusive natural convection, wavy surface, hybrid nanofluid, cavity中文摘要：本計畫探討混合奈米流體在一個具有波形表面的空腔內，雙擴散自然對流受到交叉擴散效應(即Soret效應與Dufour效應)影響下的熱質傳效果。本計畫有分析交叉擴散效應、Rayleigh數、Lewi...(詳)英文摘要：This project has analyzed the cross diffusion effects (i.e., Soret number and Dufour number) on heat and mass transfer of double-diffusive natural convection within a wavy-wall enclosed cavity fil...(詳)"
113,卓冠宇,國立陽明交通大學生醫光電研究所,"計畫名稱：癌症生物學中的無標記多模態非線性光學顯微鏡：從基礎發現到轉化研究成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：10,789,000元(各年度經費明細)計畫概述：本計畫之目的為使用無標記多模態非線性光學顯微鏡進行癌症診斷與預測，同時深入研究癌症轉化過程與腫瘤微環境變化之間的關係。透過先進的光纖技術與微型探頭，顯微鏡系統可升級為內視鏡系統，以實現活體臨床...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓冠宏,國立聯合大學電子工程學系,"計畫名稱：以最佳化演算法消除擴散磁振造影移動假影之驗證研究成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,010,000元(各年度經費明細)計畫概述：故本計畫將開發並改良移動假影消除技術，透過動物實驗驗證其效能與可行性，實現演算法，透過平行處理縮短影像處理時間，建立更有效、即時且全自動的擴散磁振造影假影消除影像工具，期望可以透過此工具能改善...(詳)中文關鍵字：磁振造影、擴散磁振造影、移動假影、假影消除英文關鍵字：MRI, diffusion MRI, motion artifact, ghost artifact, ghost reduction, ghost removal中文摘要：擴散磁振造影是目前唯一能以非侵入式的方式重建大腦神經網絡的技術。然而，要重建大腦神經網路需要大量的擴散磁振造影影像，會導致冗長的掃描時間。除此之外，透過高強度擴散梯度磁場偵測水分子在組織中的擴...(詳)英文摘要：Diffusion Magnetic Resonance Imaging (dMRI) is currently the only non-invasive imaging technique capable of reconstructing the brain’s neural network. However, generating an accurate connectome re...(詳)"
113,卓家榮,義守大學化學工程學系,"計畫名稱：新型增強觸覺感壓纖維於穿戴式保健智能織物之應用成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：4,200,000元(各年度經費明細)計畫概述：本計畫首次提出使用靜電紡絲技術製造新型強化觸覺感壓纖維，應用於心率感測和AI智能播放器。在後疫情時代，全球迎來了健康保健的熱潮，而結合奈米增強、速效奈米銀還原法和靜電紡絲技術，用於製造纖維型穿...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓益安,國家教育研究院教科書研究中心,"計畫名稱：以 PISA 數學素養評量架構探討中學數學教科書的提問類型與特徵成果報告：未達繳交期限執行起迄：2024/08/01~2026/01/31總核定金額：558,000元(各年度經費明細)計畫概述：此研究計畫結果可提供數學教育學者、教科書審查機構、教科書出版業者、中學數學教師理解目前中學數學教科書提問內容的特性和特徵。預期本計畫的研究成果，除了可供數學教育學者、教科書出版業者和中學數學教...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓雍哲,國立臺灣大學醫學院皮膚科,"計畫名稱：各亞型類天疱瘡病患之臨床表徵、免疫反應、及基因轉錄表現之特點成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,180,000元(各年度經費明細)計畫概述：透過本研究, 我們將能更加瞭解IgG和IgE自體抗體在類天疱瘡的角色, 相關激素與趨化激素表現, 與免疫機轉。透過血液與皮膚的基因表現、轉錄體分析及發炎訊息的巨量資料，篩選出具潛力的標的分子，...(詳)中文關鍵字：類天疱瘡、E型免疫球蛋白、G型免疫球蛋白、第二型免疫反應、轉錄體英文關鍵字：Bullous pemphigoid, IgE, IgG, Th2, Transcriptome中文摘要：類天疱瘡（Bullous pemphigoid, BP）是一種自體免疫性水皰性疾病，其成因為針對半橋粒蛋白 BP180 與 BP230 的自體抗體所導致。本研究旨在透過整合臨床表現、血清學與轉...(詳)英文摘要：Bullous pemphigoid (BP) is an autoimmune blistering disease characterized by autoantibodies targeting hemidesmosomal proteins BP180 and BP230. This study aimed to explore the heterogeneity and mol...(詳)"
113,卓忠宏,淡江大學學校財團法人淡江大學外交與國際關係學系,"計畫名稱：俄烏戰爭對地中海聯盟之影響成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：781,000元(各年度經費明細)計畫概述：俄烏戰爭爆發後歐洲地緣政治發生了極大變化。當世人焦點集中在東歐與黑海區域，對南地中海區域的影響少有人關注，但影響卻對歐洲相當深遠。
近年台灣積極推動新南向政策。國內學界研究南向政策仍以東南亞...(詳)中文關鍵字：俄烏戰爭，地中海聯盟，歐盟地中海政策，地緣政治，相互依存英文關鍵字：Russia-Ukraine War, Mediterranean Union, EU-Mediterranean Policy, geopolitics, interdependence中文摘要：計畫案主要探討南地中海國家安全路徑以及分析地中海聯盟內成員關係的變化。計畫案以地緣政治及相互依存看似截然不同但相互關聯的課題，將地中海聯盟內部由小而大區分為三個同心圓：內圈屬於南地中海（中東、...(詳)英文摘要：This project plans to address the security pathways in the Southern Mediterranean countries and analyze the shifts in relationships among members of the Mediterranean Union over a span of two year...(詳)"
113,卓士堯,國立清華大學數學系（所）,"計畫名稱：射影叢的數值有效及偽有效錐成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：1,634,000元(各年度經費明細)計畫概述：研究滿足特定條件的射影叢的數值有效及偽有效錐，目的是將宮岡洋一關於曲線上射影叢的結果推廣到曲面甚至不限維度空間上的射影叢。預期可以更了解向量叢的穩定性及正性之間的關係。中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卓建宏,國立中山大學應用數學系（所）,"計畫名稱：分數階拋物型演化方程的理論與數值分析成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：846,000元(各年度經費明細)計畫概述：分數階方程的問題在很多科學上都有很重要的應用，如流體力學、訊號分析、生物數學等。在這個計畫中，我們考慮一分數階的拋物型方程進行數學與數值上的研究。此一研究將可讓我們對模型的行為有更深入的了解，...(詳)中文關鍵字：分數階拋物型方程、爆炸、爆炸解的數值計算、尺度縮放演算法英文關鍵字：Parabolic problem of fractional order, Blow-up, Numerical computation of blow-up solutions, Rescaling algorithm中文摘要：在前一個計畫中，我們考慮了一個ODE及一個拋物型PDE的時間分數階爆炸問題。在這個計畫中，我們將重心轉移到一個在泛函設定下定義的空間分數階的拋物型爆炸問題。我們考慮了其數值計算與分析，並計算了...(詳)英文摘要：In the previous project, we considered an ODE and a parabolic PDE blow-up problems with time-fractional derivatives. In this project, we turned our attention to a nonlinear parabolic evolution equ...(詳)"
113,南智祐,國立臺灣大學天文物理研究所,"計畫名稱：在南極墨爾本山加速觀測異常上行的大氣簇射事件(2/3)成果報告：此為多年期計畫，於全程計畫結束後公開成果報告執行起迄：2024/08/01~2026/07/31總核定金額：1,915,000元(各年度經費明細)計畫概述：This proposal is to expedite observation of anomalous events by upgrading TAROGE-M. TAROGE-M is ...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,博佳佳,國立陽明交通大學人文科學中心,"計畫名稱：建構數學知識的說教和歷史方法：中國和印度的敘述和證明成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：768,000元(各年度經費明細)計畫概述：This project re-evaluates the contribution of Chinese and Indian mathematics in the history of m...(詳)中文關鍵字：數學史，中國，印度，哲學實踐，兒童哲學，邏輯思維，數學文化英文關鍵字：history of mathematics, China, India, philosophical practice, philosophy for children, logical thinking, mathematical culture中文摘要：這個計畫通過法國哲學實踐學派提出的批判性思維和問題解決，將數學歷史和數學教育相關聯。在我們之前的項目之後，這個計畫由兩部分組成。這兩個部分將在這個持續實驗中獨立進行工作。 第一部分包括繼續我之...(詳)英文摘要：This project relates history of mathematics and mathematics education through critical thinking and problems solving as presented by the French school of philosophical practices. Following our pre...(詳)"
113,卜一宇,國立臺南大學綠色能源科技學系（所）,"計畫名稱：可量產之高穩定性太陽能充放鋅離子二次電池研究成果報告：執行起迄：2024/08/01~2025/10/31總核定金額：975,000元(各年度經費明細)計畫概述：Socially, a solar rechargeable battery is helpful for power devices in remote
areas. Economical...(詳)中文關鍵字：鋅金屬負極；CoO 塗層；溶膠–凝膠合成；枝晶抑制；界面穩定性；水系鋅離子電容器；BiVO₄；光充電；光電極英文關鍵字：Zinc ion battery; CoO coating; Dendrite suppression; zinc-ion capacitor, BiVO4; photorechargeable中文摘要：隨著全球逐步邁向再生能源，永續能源儲存解決方案的追求愈加迫切。鋅基系統在水系電解液中運作，具備本質上的安全性、成本效益與環境相容性，然而仍面臨枝晶生長與界面穩定性不足的挑戰。為解決這些問題，我...(詳)英文摘要：The pursuit of sustainable energy storage solutions has intensified with the global transition toward renewable energy. Zinc-based systems, operating in aqueous electrolytes, offer inherent safety...(詳)"
113,卜詩安,國立臺灣大學海洋研究所,"計畫名稱：細菌對海洋溶解有機物的化學組成改變：在生地化循環的影響與貢獻(1/3)成果報告：此為多年期計畫，於全程計畫結束後公開成果報告執行起迄：2024/03/01~2025/07/31總核定金額：3,177,000元(各年度經費明細)計畫概述：Bacterial use of marine dissolved organic matter (DOM) has broader implications for carbon and n...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卡其,元智大學資訊學院英語學士班,"計畫名稱：自動駕駛車輛中物體偵測的融合技術成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,032,000元(各年度經費明細)計畫概述：1. In this era of digital technology world is changing quite rapidly consequently
changing our ...(詳)中文關鍵字：增量學習、目標偵測、知識蒸餾、無人機、英文關鍵字：Incremental learning, Object detection, Knowledge distillation, Unmanned Aerial vehicles,中文摘要：增量目標偵測對於自動駕駛車輛和無人機等實際應用至關重要，因為模型必須不斷學習新的目標類別，同時又不遺忘先前獲得的知識。然而，傳統的訓練方法常常會遭遇災難性遺忘，導致模型在學習新類別時，早期任務...(詳)英文摘要：Incremental object detection is essential for real-world applications such autonomous vehicles and unmanned aerial vehicles, where the models must continuously learn new object categories without ...(詳)"
113,卯靜儒,國立臺灣師範大學教育學系（所）,"計畫名稱：從ANT理論的邊界物觀點探究一個課程推動組織協作的歷程與效果成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：3,611,000元(各年度經費明細)計畫概述：跨域協作問題普遍存在於現實的社會世界。許多事務或組織內部都是異質性的存在，大家所在位置、關心的利益、擁有的經驗與所持意見皆有差異，組織面臨的問題常是跨域或跨系統問題的糾結(nexus)，其中以...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,卿文龍,國立成功大學工程科學系（所）,"計畫名稱：以混合基底2/4數論轉換架構實現高吞吐量CRYSTALS-Kyber加密系統成果報告：執行起迄：2024/08/01~2025/10/31總核定金額：650,000元(各年度經費明細)計畫概述：社會：面對量子電腦帶來的衝擊，美國政府已預計在2035年將可能遭受攻擊的密碼系統過渡到抗量子的密碼系統，以面對量子電腦對傳統加密演算法所帶來的威脅。本計畫深耕於後量子密碼學之數位加解密電路設計...(詳)中文關鍵字：後量子密碼學、數論轉換、高吞吐量英文關鍵字：Post-quantum cryptography, Number Theoretic Transform, High throughput中文摘要：隨著現代科技的迅速演進，越來越多的大規模資料需要進行加密與保護，越來越多裝置透過連線與其他裝置通訊，裝置加密需求日益增長。由於量子電腦的快速發展，部分傳統加密演算法將無法提供足夠的安全性。後量...(詳)英文摘要：With the rapid advancement of modern technology, more and more large-scale data needs to be encrypted and protected, and an increasing number of devices are communicating with other devices throug...(詳)"
113,叢培凱,東吳大學中國文學系（所）,"計畫名稱：「辣體漢字」理論及其《吳音辣體字典》音系建構成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：644,000元(各年度經費明細)計畫概述：「辣體漢字」理論的創制者，為Henri Lamass、Ernest Jasmin二位傳教士，他們受到高本漢的影響，以羅馬字母建構漢語中古音韻，希冀透過各方言的演變規律，呈現各區域方言的結果。《...(詳)中文關鍵字：《吳音辣體字典》、「辣體漢字」理論、La romanisation interdialectique: Ecriture alphabetique naturelle et pratique de la langue chinoise、R.I.、Henri Lamasse、Ernest Jasmin、高本漢《中國音韻學研究》、近代上海音系英文關鍵字：The Wu Dialect Laty Dictionary, “Laty Chinese Character” theory, La romanisation interdialectique: Écriture alphabétique naturelle et pratique de la langue chinoise, R.I. theory, Henri Lamasse, Ernest Jasmin, Bernhard Karlgren’s Études sur la phonologie chinoise, modern Shanghai phonology.中文摘要：近代吳語方言研究中，西方傳教士、漢學家的方言調查結果，有著顯著的重要性。相關調查多半賴於羅馬字母作為記音符號，這更形成一種音系記錄的脈絡發展。本計畫研究主題為《吳音辣體字典》，該文獻發行於19...(詳)英文摘要：In the study of modern Chinese dialects, the investigations conducted by Western missionaries and sinologists have played a significant role. However, in the domain of Wu dialect research, various...(詳)"
